dataset_id,municipio,province,zone_id,candidate_distributor,production_confidence,source_kind,source_name,source_url,last_reviewed,notes
canarias,San Miguel de Abona,Santa Cruz de Tenerife,municipality:santa_cruz_de_tenerife::san_miguel_de_abona,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,San Sebastián de la Gomera,Santa Cruz de Tenerife,municipality:santa_cruz_de_tenerife::san_sebastian_de_la_gomera,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Santa Brígida,Las Palmas,municipality:las_palmas::santa_brigida,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Santa Cruz de la Palma,Santa Cruz de Tenerife,municipality:santa_cruz_de_tenerife::santa_cruz_de_la_palma,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,municipality:santa_cruz_de_tenerife::santa_cruz_de_tenerife,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Santa Lucía de Tirajana,Las Palmas,municipality:las_palmas::santa_lucia_de_tirajana,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Santa María de Guía de Gran Canaria,Las Palmas,municipality:las_palmas::santa_maria_de_guia_de_gran_canaria,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Santa Úrsula,Santa Cruz de Tenerife,municipality:santa_cruz_de_tenerife::santa_ursula,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Santiago del Teide,Santa Cruz de Tenerife,municipality:santa_cruz_de_tenerife::santiago_del_teide,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Tacoronte,Santa Cruz de Tenerife,municipality:santa_cruz_de_tenerife::tacoronte,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
