dataset_id,source_kind,name,url,use,ok,status_code,final_url,title,content_type,bytes_read,has_sensitive_pattern_in_probe,keywords,error
all,official_registry,CNMC - Listado de Distribuidoras de electricidad,https://sede.cnmc.gob.es/listado/censo/1,Identificar razón social/código R1; no prueba cobertura municipal por sí solo.,True,200,https://sede.cnmc.gob.es/listado/censo/1,| CNMC,text/html; charset=UTF-8,125627,True,distribución | distribuidora | mapa | red | galicia | la rioja | i-de | viesgo | cnmc,
la_rioja,operator_map,i-DE - Mapa de distribuidoras eléctricas,https://www.i-de.es/conexion-red-electrica/mapa-de-distribuidoras,Validar zona/municipio en mapa de distribuidora; requiere consulta individual/manual si no hay API.,False,503,https://www.i-de.es/conexion-red-electrica/mapa-de-distribuidoras,i-DE. Grupo IBERDROLA. Service unavailable,text/html,94376,True,i-de,
asturias,operator_home_or_map,E-REDES - Inicio,https://www.eredesdistribucion.es/home,Orientación regional/corporativa; no prueba todos los municipios por sí sola.,True,200,https://www.eredesdistribucion.es/,Inicio | E-REDES,text/html; charset=UTF-8,77779,True,distribución | distribuidora | mapa | red | e-redes,
asturias,operator_area,Electra de Carbayín - Quiénes somos,https://www.electradecarbayin.es/quienes-somos/,Fuente fuerte para revisar Siero/Bimenes.,True,200,https://www.electradecarbayin.es/quienes-somos/,Quiénes somos | Electra de Carbayin,text/html; charset=UTF-8,29644,True,distribución | distribuidora | red | municipio | siero | bimenes | asturias,
cantabria,operator_home_or_map,Viesgo Distribución - Inicio,https://www.viesgodistribucion.com/home,Orientación regional/corporativa; no prueba todos los municipios por sí sola.,True,200,https://www.viesgodistribucion.com/,Inicio | Viesgo Distribución,text/html; charset=UTF-8,76828,True,distribución | distribuidora | mapa | red | viesgo,
galicia,operator_home_or_map,BEGASA - Inicio,https://www.begasa.es/home,Fuente auxiliar para zonas BEGASA; revisar si hay prueba municipal.,True,200,https://www.begasa.es/,Inicio | Begasa,text/html; charset=UTF-8,81405,True,distribución | distribuidora | mapa | red | begasa,
asturias,current_hint_source,Electra de Carbayín — área de distribución,https://www.electradecarbayin.es/,Fuente ya usada en distributor_hints.json.,True,200,https://www.electradecarbayin.es/,Electra de Carbayin | Distribuidora eléctrica asturiana,text/html; charset=UTF-8,24630,True,distribución | distribuidora | red | municipio | siero | bimenes | asturias,
galicia,current_hint_source,APYDE ficha pública,https://www.apyde.com/industrial-barcalesa/,Fuente ya usada en distributor_hints.json.,True,200,https://www.apyde.com/industrial-barcalesa/,"Industrial Barcalesa, S.L. – APYDE",text/html; charset=UTF-8,129210,True,distribución | red,
galicia,current_hint_source,APYDE ficha pública,https://www.apyde.com/electracabalar/,Fuente ya usada en distributor_hints.json.,True,200,https://www.apyde.com/electracabalar/,"Electra de Cabalar, S.L. – APYDE",text/html; charset=UTF-8,129166,True,distribución | red,
galicia,current_hint_source,DOG 9/2024 UFD en A Coruña,https://www.xunta.gal/dog/Publicados/2024/20240112/AnuncioG0692-211223-0003_es.html,Fuente ya usada en distributor_hints.json.,True,200,https://www.xunta.gal/dog/Publicados/2024/20240112/AnuncioG0692-211223-0003_es.html,"DOG 9 del 12/1/2024 - RESOLUCIÓN de 21 de diciembre de 2023, de la Jefatura Territorial de A Coruña, por la que se concede la autorización administrativa previa y de construcción d",text/html; charset=UTF-8,17470,False,distribución | red | galicia,
galicia,current_hint_source,APYDE ficha pública,https://www.apyde.com/hidroelectrica-laracha/,Fuente ya usada en distributor_hints.json.,True,200,https://www.apyde.com/hidroelectrica-laracha/,Hidroeléctrica de Laracha S.L. – APYDE,text/html; charset=UTF-8,129594,True,distribución | red,
