dataset_id,zone_id,municipality,province,review_status,candidate_distributor,candidate_confidence,source_url,source_label,review_notes
andalucia,municipality:granada::torvizcon,Torvizcón,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::trevelez,Trevélez,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::turon,Turón,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::ugijar,Ugíjar,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::valderrubio,Valderrubio,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::valle_del_zalabi,Valle del Zalabí,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::vegas_del_genil,Vegas del Genil,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::ventas_de_huelma,Ventas de Huelma,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::villa_de_otura,Villa de Otura,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::villamena,Villamena,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::villanueva_mesia,Villanueva Mesía,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::villanueva_de_las_torres,Villanueva de las Torres,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::valor,Válor,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::viznar,Víznar,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::zafarraya,Zafarraya,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::zagra,Zagra,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::zujar,Zújar,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::illora,Íllora,Granada,pending_municipal_review,,,,,
andalucia,municipality:granada::orgiva,Órgiva,Granada,pending_municipal_review,,,,,
andalucia,municipality:huelva::almonte,Almonte,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::alosno,Alosno,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::alajar,Alájar,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::aroche,Aroche,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::arroyomolinos_de_leon,Arroyomolinos de León,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::beas,Beas,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::berrocal,Berrocal,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::bonares,Bonares,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::cabezas_rubias,Cabezas Rubias,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::cartaya,Cartaya,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::castano_del_robledo,Castaño del Robledo,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::canaveral_de_leon,Cañaveral de León,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::chucena,Chucena,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::corteconcepcion,Corteconcepción,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::cortelazor,Cortelazor,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::el_almendro,El Almendro,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::el_granado,El Granado,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::encinasola,Encinasola,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::escacena_del_campo,Escacena del Campo,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::fuenteheridos,Fuenteheridos,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::galaroza,Galaroza,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::gibraleon,Gibraleón,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::higuera_de_la_sierra,Higuera de la Sierra,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::hinojales,Hinojales,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::hinojos,Hinojos,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::huelva,Huelva,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::la_palma_del_condado,La Palma del Condado,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::la_zarza_perrunal,La Zarza-Perrunal,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::linares_de_la_sierra,Linares de la Sierra,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::los_marines,Los Marines,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::lucena_del_puerto,Lucena del Puerto,Huelva,pending_municipal_review,,,,,
andalucia,municipality:huelva::manzanilla,Manzanilla,Huelva,pending_municipal_review,,,,,
